TmStamp,H,WSPD,WDIR,Fetch
2004-11-01 00:00:00,3.24913316591575,11.8,320.0,8046.7
2004-11-01 01:00:00,3.24913316591575,2.100474852,220.0,8046.7
2004-11-01 02:00:00,1.96035885060491,9.3,170.0,4828.0199999999995
2004-11-01 03:00:00,2.00124853323918,6.65176092,220.0,8046.7
2004-11-01 04:00:00,3.25495680243835,4.45508504,300.0,8046.7
2004-11-01 05:00:00,3.29833342466463,3.065571796,40.0,19312.079999999998
2004-11-01 06:00:00,0.298153063181937,6.1990502,60.0,64373.6
2004-11-01 07:00:00,0.329991605370742,8.8,310.0,8046.7
2004-11-01 08:00:00,0.30785318478669,7.67550448,220.0,8046.7
2004-11-01 09:00:00,0.287078102027146,3.0388207080000003,100.0,27358.78
2004-11-01 10:00:00,0.298296349306283,5.42223976,100.0,27358.78
2004-11-01 11:00:00,0.672073265140759,3.2116738920000003,240.0,22530.76
2004-11-01 12:00:00,0.27785865076275,9.3,180.0,4828.0199999999995
2004-11-01 13:00:00,1.96643131715637,2.908151932,230.0,16093.4
2004-11-01 14:00:00,3.28402862584448,3.607281328,350.0,6437.36
2004-11-01 15:00:00,0.698624088120888,3.9036010720000003,280.0,9656.039999999999
2004-11-01 16:00:00,3.31798634266026,9.810447080000001,280.0,9656.039999999999
2004-11-01 17:00:00,0.357482662613313,4.6,210.0,6437.36
2004-11-01 18:00:00,0.635284916323943,6.7134942,20.0,8046.7
2004-11-01 19:00:00,3.27293946372368,6.90898292,210.0,6437.36
2004-11-01 20:00:00,0.374917379281176,6.93984956,90.0,35405.479999999996
2004-11-01 21:00:00,0.634421507821098,4.6,10.0,8046.7
2004-11-01 22:00:00,0.673689707507438,13.03086652,280.0,9656.039999999999
2004-11-01 23:00:00,0.681098405793894,7.6909377999999995,270.0,11265.38
2004-11-02 00:00:00,0.288196933506345,6.03957256,300.0,8046.7
2004-11-02 01:00:00,0.642806701423663,9.59952504,330.0,8046.7
2004-11-02 02:00:00,3.28857147535443,3.677760156,250.0,17702.739999999998
2004-11-02 03:00:00,0.285257655123833,6.823276549600001,220.0,8046.7
2004-11-02 04:00:00,0.631052837317369,7.0530272400000005,220.0,8046.7
2004-11-02 05:00:00,0.61190400687356,11.3,260.0,12874.72
2004-11-02 06:00:00,0.274339023563774,11.3,230.0,16093.4
2004-11-02 07:00:00,0.355751826816707,7.2,300.0,8046.7
2004-11-02 08:00:00,0.697871408877855,4.1669963999999995,130.0,6437.36
2004-11-02 09:00:00,0.28075750728266,4.2184408,240.0,22530.76
2004-11-02 10:00:00,0.326207944809996,9.789869320000001,340.0,8046.7
2004-11-02 11:00:00,3.2347366488435,11.4721012,270.0,11265.38
2004-11-02 12:00:00,1.9606331163687,3.3263949040000003,90.0,35405.479999999996
2004-11-02 13:00:00,1.9752206575212,6.20933908,210.0,6437.36
2004-11-02 14:00:00,3.23920796750016,4.48595168,140.0,4828.0199999999995
2004-11-02 15:00:00,0.629875494947936,3.0473604784000003,340.0,8046.7
2004-11-02 16:00:00,2.00044912600295,1.6590819,330.0,8046.7
2004-11-02 17:00:00,0.347250492092863,6.9192718,310.0,8046.7
2004-11-02 18:00:00,0.345211864235917,9.3,280.0,9656.039999999999
2004-11-02 19:00:00,1.96337984687645,11.322912440000001,10.0,8046.7
2004-11-02 20:00:00,0.337858174469129,9.8,350.0,6437.36
2004-11-02 21:00:00,1.97580349495094,8.88959232,260.0,12874.72
2004-11-02 22:00:00,3.27712633356236,9.8977482268,270.0,11265.38
2004-11-02 23:00:00,3.28061340047298,9.3,270.0,11265.38
2004-11-03 00:00:00,0.650758729848813,13.565888280000001,290.0,8046.7
2004-11-03 01:00:00,0.281872366680695,5.9109615600000005,20.0,8046.7
2004-11-03 02:00:00,2.0160264839857,10.3,310.0,8046.7
2004-11-03 03:00:00,3.30917102020712,4.141274200000001,10.0,8046.7
2004-11-03 04:00:00,0.597180753212687,4.1,340.0,8046.7
2004-11-03 05:00:00,0.69862711703302,8.8,220.0,8046.7
2004-11-03 06:00:00,1.95817085606909,9.877684910800001,290.0,8046.7
2004-11-03 07:00:00,0.655266331246934,6.563790996000001,80.0,98169.73999999999
2004-11-03 08:00:00,0.37540917470242,3.1,180.0,4828.0199999999995
2004-11-03 09:00:00,3.2864812696816,0.773209332,250.0,17702.739999999998
2004-11-03 10:00:00,0.278039501488577,13.28294408,300.0,8046.7
2004-11-03 11:00:00,0.59710721430914,4.037870956,50.0,27358.78
2004-11-03 12:00:00,3.22969854298538,1.5,350.0,6437.36
2004-11-03 13:00:00,3.29007330184643,11.61614552,260.0,12874.72
2004-11-03 14:00:00,0.617052770090901,2.549584464,20.0,8046.7
2004-11-03 15:00:00,1.98177676608836,8.2,340.0,8046.7
2004-11-03 16:00:00,1.95179547901533,3.014127396,270.0,11265.38
2004-11-03 17:00:00,3.28081331748567,8.8,330.0,8046.7
2004-11-03 18:00:00,3.25255542293845,10.0059358,290.0,8046.7
2004-11-03 19:00:00,0.664405700989168,4.563118279999999,50.0,27358.78
2004-11-03 20:00:00,3.31166129356051,6.429006668,80.0,98169.73999999999
2004-11-03 21:00:00,1.93214370524567,7.8967154,280.0,9656.039999999999
2004-11-03 22:00:00,3.30271937047725,3.004867404,270.0,11265.38
2004-11-03 23:00:00,0.680101247171073,1.826018978,100.0,27358.78
2004-11-04 00:00:00,1.94717657270014,7.325682560000001,220.0,8046.7
2004-11-04 01:00:00,0.64334191310113,6.34309452,350.0,6437.36
2004-11-04 02:00:00,1.97792170248893,12.886822200000001,270.0,11265.38
2004-11-04 03:00:00,0.343456149588993,7.90185984,300.0,8046.7
2004-11-04 04:00:00,3.27830026496412,6.2,230.0,16093.4
2004-11-04 05:00:00,1.95845126308627,10.0031578024,310.0,8046.7
2004-11-04 06:00:00,0.303766352260883,11.3,10.0,8046.7
2004-11-04 07:00:00,1.9388792438693,5.7,320.0,8046.7
2004-11-04 08:00:00,1.95358519939501,6.8663975037035,30.0,16093.4
2004-11-04 09:00:00,3.27050783479082,8.37000388,290.0,8046.7
2004-11-04 10:00:00,0.272890731424427,7.38741584,250.0,17702.739999999998
2004-11-04 11:00:00,1.97471854659037,6.7,340.0,8046.7
2004-11-04 12:00:00,1.93655985387303,4.55797384,200.0,4828.0199999999995
2004-11-04 13:00:00,1.97353047600677,1.932766108,270.0,11265.38
2004-11-04 14:00:00,3.27860886442403,6.415116680000001,330.0,8046.7
2004-11-04 15:00:00,0.704582023974138,5.7,130.0,6437.36
2004-11-04 16:00:00,3.26412075229206,8.961614480000001,40.0,19312.079999999998
2004-11-04 17:00:00,3.26817861708483,2.766165388,60.0,64373.6
2004-11-04 18:00:00,3.29912449212553,2.974000764,240.0,22530.76
2004-11-04 19:00:00,0.651899313494893,10.24258004,80.0,98169.73999999999
2004-11-04 20:00:00,0.61330708008001,10.340324400000002,230.0,16093.4
2004-11-04 21:00:00,3.31789069189787,3.9751087880000004,270.0,11265.38
2004-11-04 22:00:00,3.26033328475791,6.34309452,330.0,8046.7
2004-11-04 23:00:00,1.96250004268436,10.73130184,250.0,17702.739999999998
2004-11-05 00:00:00,3.28713155476326,4.948951279999999,60.0,64373.6
2004-11-05 01:00:00,3.26024570789888,8.2,320.0,8046.7
2004-11-05 02:00:00,3.26457745451207,10.757024040000001,300.0,8046.7
2004-11-05 03:00:00,0.319149573640338,6.795805240000001,230.0,16093.4
2004-11-05 04:00:00,3.1959157448117,3.011040732,210.0,6437.36
2004-11-05 05:00:00,3.29868426269447,14.034032320000001,90.0,35405.479999999996
2004-11-05 06:00:00,0.663515099762095,14.4,130.0,6437.36
2004-11-05 07:00:00,2.00319444366749,6.6620498,250.0,17702.739999999998
2004-11-05 08:00:00,1.95075705888064,6.16818356,240.0,22530.76
2004-11-05 09:00:00,3.30142346035193,0.5,210.0,6437.36
2004-11-05 10:00:00,0.665739348343237,9.8516026,80.0,98169.73999999999
2004-11-05 11:00:00,0.329039449384763,3.213217224,300.0,8046.7
2004-11-05 12:00:00,3.31790844713105,16.90462984,290.0,8046.7
2004-11-05 13:00:00,1.93023249635853,4.6,320.0,8046.7
2004-11-05 14:00:00,0.349577384486902,5.1,180.0,4828.0199999999995
2004-11-05 15:00:00,0.29689547196358,2.1,170.0,4828.0199999999995
2004-11-05 16:00:00,0.626069707508028,8.2,310.0,8046.7
2004-11-05 17:00:00,0.680054583289667,10.53066868,220.0,8046.7
2004-11-05 18:00:00,3.2871321528969,2.0907004160000002,120.0,6437.36
2004-11-05 19:00:00,3.29997991389149,7.696082240000001,170.0,4828.0199999999995
2004-11-05 20:00:00,0.603314329911983,7.588049,250.0,17702.739999999998
2004-11-05 21:00:00,3.32625764653283,6.2,340.0,8046.7
2004-11-05 22:00:00,0.347390103061459,11.3,110.0,17702.739999999998
2004-11-05 23:00:00,3.2657919284919,7.2,220.0,8046.7
2004-11-06 00:00:00,1.94842620669615,6.0961614,300.0,8046.7
2004-11-06 01:00:00,3.32048829825045,4.97467348,290.0,8046.7
2004-11-06 02:00:00,3.26879646995852,2.900435272,230.0,16093.4
2004-11-06 03:00:00,3.28064011977247,3.7055401320000003,200.0,4828.0199999999995
2004-11-06 04:00:00,3.2964662223919,8.2053818,270.0,11265.38
2004-11-06 05:00:00,3.26364622638594,2.6,320.0,8046.7
2004-11-06 06:00:00,3.27249731113251,8.38029276,100.0,27358.78
2004-11-06 07:00:00,0.358336327519386,2.1,150.0,4828.0199999999995
2004-11-06 08:00:00,2.01494192661587,5.67431732,310.0,8046.7
2004-11-06 09:00:00,1.92831511080272,4.50652944,40.0,19312.079999999998
2004-11-06 10:00:00,0.698099402556985,8.94103672,90.0,35405.479999999996
2004-11-06 11:00:00,0.383991559742032,5.1,240.0,22530.76
2004-11-06 12:00:00,3.30620415253755,7.8761376400000005,260.0,12874.72
2004-11-06 13:00:00,0.684195512399583,2.1,130.0,6437.36
2004-11-06 14:00:00,3.29779153897224,7.397704720000001,300.0,8046.7
2004-11-06 15:00:00,0.354850699433376,7.1415630524,210.0,6437.36
2004-11-06 16:00:00,0.316073266730873,6.1218836,150.0,4828.0199999999995
2004-11-06 17:00:00,0.277406443789145,9.3,330.0,8046.7
2004-11-06 18:00:00,0.376045651341889,2.12465372,70.0,120700.5
2004-11-06 19:00:00,1.92880955393228,10.24258004,60.0,64373.6
2004-11-06 20:00:00,3.30981539624394,2.6,270.0,11265.38
2004-11-06 21:00:00,0.322639058270268,4.995251240000001,70.0,120700.5
2004-11-06 22:00:00,0.286591872985037,2.6,330.0,8046.7
2004-11-06 23:00:00,0.610221250905186,7.34626032,320.0,8046.7
2004-11-07 00:00:00,3.31745592290669,3.9396121520000005,180.0,4828.0199999999995
2004-11-07 01:00:00,0.323283611691795,7.478935427600001,250.0,17702.739999999998
2004-11-07 02:00:00,0.372642214085398,5.9778392799999995,260.0,12874.72
2004-11-07 03:00:00,1.99314205285728,5.9932726,100.0,27358.78
2004-11-07 04:00:00,0.667510637313066,6.4635258604,60.0,64373.6
2004-11-07 05:00:00,1.97637996004404,10.854768400000001,260.0,12874.72
2004-11-07 06:00:00,0.383149685342197,9.8773248,210.0,6437.36
2004-11-07 07:00:00,0.360899578574612,9.37831412,350.0,6437.36
2004-11-07 08:00:00,0.611853027264996,3.656153508,220.0,8046.7
2004-11-07 09:00:00,2.01445461823048,2.9806885359999997,190.0,4828.0199999999995
2004-11-07 10:00:00,3.25159537474386,7.50573796,280.0,9656.039999999999
2004-11-07 11:00:00,1.97484669207981,12.98456656,190.0,4828.0199999999995
2004-11-07 12:00:00,0.678103609179631,5.85951716,20.0,8046.7
2004-11-07 13:00:00,0.61759571757145,5.916106,40.0,19312.079999999998
2004-11-07 14:00:00,0.628595305803604,2.6,80.0,98169.73999999999
2004-11-07 15:00:00,3.31738152887283,2.1719825680000002,210.0,6437.36
2004-11-07 16:00:00,1.99634546126369,11.02453492,290.0,8046.7
2004-11-07 17:00:00,0.32896141914371,2.474990084,310.0,8046.7
2004-11-07 18:00:00,3.29605923551315,3.1,220.0,8046.7
2004-11-07 19:00:00,2.00702173568513,11.8,360.0,4828.0199999999995
2004-11-07 20:00:00,0.682662807589432,1.5,50.0,27358.78
2004-11-07 21:00:00,3.2999480024399,5.715472839999999,100.0,27358.78
2004-11-07 22:00:00,0.333769511892165,10.375615258400002,210.0,6437.36
2004-11-07 23:00:00,2.00784143887991,16.0,290.0,8046.7
2004-11-08 00:00:00,0.659921737063882,1.5,110.0,17702.739999999998
2004-11-08 01:00:00,0.320854446169433,5.02611788,360.0,4828.0199999999995
2004-11-08 02:00:00,1.95047345380019,8.2053818,300.0,8046.7
2004-11-08 03:00:00,0.639025947270117,6.32251676,80.0,98169.73999999999
2004-11-08 04:00:00,3.26353202110434,3.134507292,60.0,64373.6
2004-11-08 05:00:00,3.28249856127085,7.7,340.0,8046.7
2004-11-08 06:00:00,1.93494919905256,8.73011468,60.0,64373.6
2004-11-08 07:00:00,0.64781715936178,4.57340716,240.0,22530.76
2004-11-08 08:00:00,3.25243086199135,9.136525440000002,60.0,64373.6
2004-11-08 09:00:00,0.613034025332226,4.1,360.0,4828.0199999999995
2004-11-08 10:00:00,0.358071788118012,3.4308270359999997,310.0,8046.7
2004-11-08 11:00:00,0.35803495502441,10.3,230.0,16093.4
2004-11-08 12:00:00,1.98308836702952,11.19944588,300.0,8046.7
2004-11-08 13:00:00,0.338830811998912,5.2524732400000005,250.0,17702.739999999998
2004-11-08 14:00:00,3.25267347630895,10.72101296,70.0,120700.5
2004-11-08 15:00:00,3.23670959042155,5.11357336,240.0,22530.76
2004-11-08 16:00:00,3.26372584841696,2.60565886,200.0,4828.0199999999995
2004-11-08 17:00:00,0.343716281373421,8.3928451936,220.0,8046.7
2004-11-08 18:00:00,3.25894077940415,6.7134942,310.0,8046.7
2004-11-08 19:00:00,3.21526018691819,1.3766521440000001,220.0,8046.7
2004-11-08 20:00:00,0.331869099043249,6.5329758004,240.0,22530.76
2004-11-08 21:00:00,3.28006945572267,1.685318544,200.0,4828.0199999999995
2004-11-08 22:00:00,0.357657826802252,10.14483568,160.0,4828.0199999999995
2004-11-08 23:00:00,3.23033612381493,5.8903837999999995,250.0,17702.739999999998
2004-11-09 00:00:00,0.659323751936088,2.831499776,60.0,64373.6
2004-11-09 01:00:00,3.24966193849678,6.60031652,270.0,11265.38
2004-11-09 02:00:00,0.666193687224542,6.39968336,310.0,8046.7
2004-11-09 03:00:00,1.96954570583902,13.298377400000001,180.0,4828.0199999999995
2004-11-09 04:00:00,0.2929545977696,5.42223976,310.0,8046.7
2004-11-09 05:00:00,0.635522990260984,10.3,260.0,12874.72
2004-11-09 06:00:00,0.31970879685083,3.6,80.0,98169.73999999999
2004-11-09 07:00:00,0.314399088823398,7.82469324,290.0,8046.7
2004-11-09 08:00:00,3.27330497378576,8.01503752,70.0,120700.5
2004-11-09 09:00:00,3.274239467898,6.5077166,360.0,4828.0199999999995
2004-11-09 10:00:00,3.27278936781866,3.114443976,210.0,6437.36
2004-11-09 11:00:00,0.710202099680533,12.57301136,270.0,11265.38
2004-11-09 12:00:00,0.332211675028469,2.9559952240000005,180.0,4828.0199999999995
2004-11-09 13:00:00,3.27964208535467,6.62089428,300.0,8046.7
2004-11-09 14:00:00,1.97757519723821,16.33874144,290.0,8046.7
2004-11-09 15:00:00,0.352822328437337,7.6240600800000005,280.0,9656.039999999999
2004-11-09 16:00:00,3.31212328068143,7.116869740399999,70.0,120700.5
2004-11-09 17:00:00,1.99292725438686,5.689750640000001,290.0,8046.7
2004-11-09 18:00:00,3.32461308255737,6.415116680000001,30.0,16093.4
2004-11-09 19:00:00,3.29735605465917,5.62801736,50.0,27358.78
2004-11-09 20:00:00,0.327261836168005,3.0347051560000002,160.0,4828.0199999999995
2004-11-09 21:00:00,3.25412612393388,7.5108824,270.0,11265.38
2004-11-09 22:00:00,3.249128796617,9.3,20.0,8046.7
2004-11-09 23:00:00,0.328108376629483,4.12069644,170.0,4828.0199999999995
2004-11-10 00:00:00,0.633543751756353,4.61970712,230.0,16093.4
2004-11-10 01:00:00,0.271083545039834,11.322912440000001,70.0,120700.5
2004-11-10 02:00:00,0.650610095849949,3.1,200.0,4828.0199999999995
2004-11-10 03:00:00,1.93310904300168,5.095567819999999,180.0,4828.0199999999995
2004-11-10 04:00:00,0.607912055763422,3.527028064,10.0,8046.7
2004-11-10 05:00:00,0.68699126397791,9.97506916,40.0,19312.079999999998
2004-11-10 06:00:00,1.95361215654735,6.337950080000001,300.0,8046.7
2004-11-10 07:00:00,0.325219824221369,4.79461808,90.0,35405.479999999996
2004-11-10 08:00:00,0.675380321861474,7.7,280.0,9656.039999999999
2004-11-10 09:00:00,0.661600918412475,9.903047,250.0,17702.739999999998
2004-11-10 10:00:00,0.368333342868342,4.82548472,320.0,8046.7
2004-11-10 11:00:00,3.32758483588583,3.265176068,220.0,8046.7
2004-11-10 12:00:00,0.381768123195398,6.2,220.0,8046.7
2004-11-10 13:00:00,0.340790871165298,3.479184772,280.0,9656.039999999999
2004-11-10 14:00:00,0.677579597251434,6.49742772,80.0,98169.73999999999
2004-11-10 15:00:00,3.26523058359966,11.8327778884,290.0,8046.7
2004-11-10 16:00:00,0.327090452865167,1.7974673360000002,120.0,6437.36
2004-11-10 17:00:00,0.650579641985563,7.0633161200000005,250.0,17702.739999999998
2004-11-10 18:00:00,3.27394363194799,7.99445976,70.0,120700.5
2004-11-10 19:00:00,0.329445799111008,7.7,270.0,11265.38
2004-11-10 20:00:00,0.316395963881436,2.605401638,260.0,12874.72
2004-11-10 21:00:00,0.683305203958973,4.743173680000001,270.0,11265.38
2004-11-10 22:00:00,3.31142274832835,2.6,170.0,4828.0199999999995
2004-11-10 23:00:00,0.637060769936347,2.6,20.0,8046.7
2004-11-11 00:00:00,0.629389322745592,5.895528240000001,330.0,8046.7
2004-11-11 01:00:00,1.97940535110341,6.1630391200000005,100.0,27358.78
2004-11-11 02:00:00,3.24872746484581,2.933874132,180.0,4828.0199999999995
2004-11-11 03:00:00,3.2562631709274,5.4365413032,190.0,4828.0199999999995
2004-11-11 04:00:00,3.28991111812108,8.4961969932,250.0,17702.739999999998
2004-11-11 05:00:00,1.9695758941777,3.1,230.0,16093.4
2004-11-11 06:00:00,3.25337837937679,12.0633002448,310.0,8046.7
2004-11-11 07:00:00,0.379708134976497,4.1,210.0,6437.36
2004-11-11 08:00:00,0.632131300405401,4.6505737599999994,240.0,22530.76
2004-11-11 09:00:00,2.01034160812783,4.0677087080000005,20.0,8046.7
2004-11-11 10:00:00,0.24619619793741,5.65373956,340.0,8046.7
2004-11-11 11:00:00,0.341606372439208,4.1,250.0,17702.739999999998
2004-11-11 12:00:00,0.313077238589802,4.0677087080000005,230.0,16093.4
2004-11-11 13:00:00,0.324971953738613,6.78551636,340.0,8046.7
2004-11-11 14:00:00,3.2975449080242,8.75583688,210.0,6437.36
2004-11-11 15:00:00,2.03204781085158,6.4819944,40.0,19312.079999999998
2004-11-11 16:00:00,2.00724210065684,1.227977828,20.0,8046.7
2004-11-11 17:00:00,0.655051017887393,2.141115928,180.0,4828.0199999999995
2004-11-11 18:00:00,1.96015435915429,2.584052212,210.0,6437.36
2004-11-11 19:00:00,3.28317163560364,1.342184396,210.0,6437.36
2004-11-11 20:00:00,2.01001933483002,11.3,350.0,6437.36
2004-11-11 21:00:00,0.68282005876399,6.1218836,280.0,9656.039999999999
2004-11-11 22:00:00,0.644916844692055,8.18994848,330.0,8046.7
2004-11-11 23:00:00,3.26264311345273,9.578947280000001,240.0,22530.76
2004-11-12 00:00:00,1.94160203903437,5.7,330.0,8046.7
2004-11-12 01:00:00,0.640714577856782,3.999287656,30.0,16093.4
2004-11-12 02:00:00,1.92102037037749,10.01108024,70.0,120700.5
2004-11-12 03:00:00,0.67754382122484,7.6137712,300.0,8046.7
2004-11-12 04:00:00,0.608293509353831,6.21448352,70.0,120700.5
2004-11-12 05:00:00,0.650194912962869,1.0,270.0,11265.38
2004-11-12 06:00:00,3.26215446182064,4.6,290.0,8046.7
2004-11-12 07:00:00,1.93074878186393,6.2280133972,280.0,9656.039999999999
2004-11-12 08:00:00,3.26032445037395,1.1585278879999998,140.0,4828.0199999999995
2004-11-12 09:00:00,0.278193985254657,4.74831812,360.0,4828.0199999999995
2004-11-12 10:00:00,0.655573187624344,6.250494600000001,220.0,8046.7
2004-11-12 11:00:00,0.642974883383827,9.7229916,280.0,9656.039999999999
2004-11-12 12:00:00,0.650001937484227,10.53581312,280.0,9656.039999999999
2004-11-12 13:00:00,0.304935666101173,1.39928768,10.0,8046.7
2004-11-12 14:00:00,3.27890573757116,4.73931535,180.0,4828.0199999999995
2004-11-12 15:00:00,0.353364595824397,7.413138040000001,210.0,6437.36
2004-11-12 16:00:00,3.29873555465336,4.1,160.0,4828.0199999999995
2004-11-12 17:00:00,0.391473266183824,11.8,290.0,8046.7
2004-11-12 18:00:00,1.94250313069802,3.29758604,180.0,4828.0199999999995
2004-11-12 19:00:00,0.700055076120856,1.205342292,290.0,8046.7
2004-11-12 20:00:00,1.9688806648205,8.915314519999999,290.0,8046.7
2004-11-12 21:00:00,0.605879970106807,7.2,200.0,4828.0199999999995
2004-11-12 22:00:00,0.661529782551042,4.6,290.0,8046.7
2004-11-12 23:00:00,3.28495425722887,11.240601400000001,290.0,8046.7
2004-11-13 00:00:00,0.667237668062331,7.42003783750549,260.0,12874.72
2004-11-13 01:00:00,1.95505811903326,10.3,270.0,11265.38
2004-11-13 02:00:00,0.345312030506897,2.6,330.0,8046.7
2004-11-13 03:00:00,1.9435475934623,5.75148392,340.0,8046.7
2004-11-13 04:00:00,0.630804238213572,5.170162200000001,320.0,8046.7
2004-11-13 05:00:00,0.279856966539779,2.927700804,180.0,4828.0199999999995
2004-11-13 06:00:00,3.2707756477041,5.40680644,240.0,22530.76
2004-11-13 07:00:00,0.610971186693747,6.7,260.0,12874.72
2004-11-13 08:00:00,1.95569363342257,2.156549248,190.0,4828.0199999999995
2004-11-13 09:00:00,3.26955882798384,12.45983368,290.0,8046.7
2004-11-13 10:00:00,0.61882153220024,4.97467348,290.0,8046.7
2004-11-13 11:00:00,0.288900533470525,10.8,280.0,9656.039999999999
2004-11-13 12:00:00,1.95671657823372,3.612940212,240.0,22530.76
